,Restaurants,lat-long
25770,kathi junction food truck,"28.5854897353,77.3140103370"
25771,the rolling pin bakery dlf phase 1 gurgaon,"28.4689244315,77.0992535725"
25772,the craveyard vijay nagar new delhi,"28.6951824748,77.2031006590"
25773,pauls food vasundhara enclave new delhi,"28.6010895186,77.3162603751"
25774,speedy singh kitchen indirapuram ghaziabad,"28.6359119729,77.3436926678"
25775,thali master amrapali dream valley,"28.5603769000,77.4533955000"
25776,muradabadi shahi biryani suraj kund faridabad,"28.5012714482,77.2908320278"
25777,tahelka restaurant sector 53 gurgaon,"28.4308787401,77.0849862322"
25778,tiggis bakehome vasant kunj new delhi,"28.5251595638,77.1458499134"
25779,ashi baking company palam vihar gurgaon,"28.5032137160,77.0313313231"
25780,biryani 4 you sector 7 dwarka new delhi,"28.5852290000,77.0669810000"
25781,shravyas kitchen laxmi nagar new delhi,"28.6343093876,77.2813155502"
25782,nauticolates sector 50 gurgaon,"28.4060704235,77.0591223612"
25783,amritsari chatkara shalimar bagh new delhi,"28.7114628621,77.1581572294"
25784,yadav ji ke mashoor paranthe gamma 1,"28.4807160457,77.4996192008"
25785,av rolls mania sector 37 gurgaon,"28.4398405872,77.0065631345"
25786,wonder taste of roll vikaspuri new delhi,"28.6291330000,77.0699370000"
25787,swaad station hajipur,"28.5376517967,77.3664927855"
25788,awsum yummy east of kailash new delhi,"28.5602801446,77.2506032512"
25789,bhatura king sector 71 noida,"28.6008130000,77.3880330000"
25790,kesar snacks point kirti nagar new delhi,"28.6452091920,77.1322913468"
25791,zaika pitampura new delhi,"28.6912696992,77.1001279727"
25792,chakh le yaaran di hatti vasant vihar new delhi,"28.5544039682,77.1666353568"
25793,harish pan corner rohini new delhi,"28.7003305635,77.1019565687"
25794,gharwali baat 2 nit faridabad,"28.3816627741,77.2978785262"
25795,gopals kathi roll snacks chittaranjan park new delhi,"28.5402731808,77.2490019724"
25796,chinastan sector 12 dwarka new delhi,"28.5904801161,77.0437784493"
25797,mr singh food station lodhi road new delhi,"28.5839599834,77.2166706249"
25798,fantoosh indirapuram ghaziabad,"28.6405998211,77.3777305707"
25799,naina foods sector 19 noida,"28.5804800000,77.3234800000"
25800,idabba sector 39 gurgaon,"28.4386704631,77.0516004413"
25801,bakeaffair sector 61 noida,"28.5962892204,77.3670091107"
25802,tastefull affairs sector 132 noida,"28.5062263406,77.4097095430"
25803,foodies bowl pitampura new delhi,"28.6917900000,77.1136100000"
25804,unique cafe crossing republik ghaziabad,"28.6188430000,77.4382460000"
25805,av rolls mania sector 37 gurgaon,"28.4398405872,77.0065631345"
25806,wonder taste of roll vikaspuri new delhi,"28.6291330000,77.0699370000"
25807,swaad station hajipur,"28.5376517967,77.3664927855"
25808,awsum yummy east of kailash new delhi,"28.5602801446,77.2506032512"
25809,bhatura king sector 71 noida,"28.6008130000,77.3880330000"
25810,kesar snacks point kirti nagar new delhi,"28.6452091920,77.1322913468"
25811,zaika pitampura new delhi,"28.6912696992,77.1001279727"
25812,chakh le yaaran di hatti vasant vihar new delhi,"28.5544039682,77.1666353568"
25813,harish pan corner rohini new delhi,"28.7003305635,77.1019565687"
25814,gharwali baat 2 nit faridabad,"28.3816627741,77.2978785262"
25815,royal paratha and food sector 18 noida,"28.5739070000,77.3246020000"
25816,the cake xpress sector 15 noida,"28.5811865891,77.3145424202"
25817,the kitchen sector pi greater noida,"28.4745974000,77.5428761000"
25818,tasty burger sector 43 gurgaon,"28.4490820194,77.0797636360"
25819,pandey ji mp waale mahipalpur new delhi,"28.5419911828,77.1287350729"
25820,the sweet life sector 72 noida,"28.5723180000,77.3917900000"
25821,kattitude crunch trends model town 2 new delhi,"28.7061027094,77.1906474978"
25822,crazy shakes parlour vijay nagar new delhi,"28.6915982203,77.2008804604"
25823,tasty pizza pratap vihar ghaziabad,"28.6429240000,77.4273820000"
25824,delhi 24 lajpat nagar 4 new delhi,"28.5636739480,77.2476256639"
25825,tangosweet sohna road gurgaon,"28.3909231471,77.0667579398"
25826,hot frozen sushant lok gurgaon,"28.4606223575,77.0785516128"
25827,balle balle 24 ghante green park new delhi,"28.5599038012,77.2001666576"
25828,foodie everytime sector 53 noida,"28.5888603512,77.3635601252"
25829,premium cottage ip extension new delhi,"28.6339506712,77.3096400127"
25830,crazy rolls east of kailash new delhi,"28.5578282929,77.2527195141"
25831,bonvivanta crossing republik ghaziabad,"28.6258543592,77.4349796399"
25832,food laboratory 4 sector 43 gurgaon,"28.4501143635,77.0912934467"
25833,24 hour cake sohna road gurgaon,"28.4269817789,77.0379104465"
25834,desi biryani by dk palam new delhi,"28.5979970000,77.0800260000"
25835,pizza burger on call laxmi nagar new delhi,"28.6401190107,77.2791419551"
25836,uds rasoi vikaspuri new delhi,"28.6281215778,77.0676427335"
25837,walk and roll vaishali ghaziabad,"28.6399916000,77.3355813000"
25838,swaad anusaar sector 59 noida,"28.6042615337,77.3731161654"
25839,sardar jee biryani wale west patel nagar new delhi,"28.6505859960,77.1584770828"
25840,cafe crew 2 sector 15 noida,"28.5816438215,77.3131077737"
25841,lahorians sweets bakers mayur vihar new delhi,"28.6044563964,77.2934602574"
25842,cakewalk sector 13 dwarka new delhi,"28.5953904832,77.0320662484"
25843,tasty bite indirapuram ghaziabad,"28.6388310518,77.3654091731"
25844,the cake gallery ashok vihar phase 3 new delhi,"28.6872947176,77.1938728541"
25845,premium cottage ip extension new delhi,"28.6339506712,77.3096400127"
25846,crazy rolls east of kailash new delhi,"28.5578282929,77.2527195141"
25847,bonvivanta crossing republik ghaziabad,"28.6258543592,77.4349796399"
25848,food laboratory 4 sector 43 gurgaon,"28.4501143635,77.0912934467"
25849,24 hour cake sohna road gurgaon,"28.4269817789,77.0379104465"
25850,desi biryani by dk palam new delhi,"28.5979970000,77.0800260000"
25851,pizza burger on call laxmi nagar new delhi,"28.6401190107,77.2791419551"
25852,uds rasoi vikaspuri new delhi,"28.6281215778,77.0676427335"
25853,walk and roll vaishali ghaziabad,"28.6399916000,77.3355813000"
25854,swaad anusaar sector 59 noida,"28.6042615337,77.3731161654"
25855,sardar jee biryani wale west patel nagar new delhi,"28.6505859960,77.1584770828"
25856,cafe crew 2 sector 15 noida,"28.5816438215,77.3131077737"
25857,lahorians sweets bakers mayur vihar new delhi,"28.6044563964,77.2934602574"
25858,cakewalk sector 13 dwarka new delhi,"28.5953904832,77.0320662484"
25859,tasty bite indirapuram ghaziabad,"28.6388310518,77.3654091731"
25860,delhi74 chhatarpur new delhi,"28.4893221203,77.1882489324"
25861,ginnis oven sector 8 noida,"28.5961509000,77.3238722000"
25862,pet puraan dlf phase 4 gurgaon,"28.4669665012,77.0819821581"
25863,mr magix 1 sector 83 noida,"28.5568680000,77.3838040000"
25864,cafe late night kamla nagar new delhi,"28.6762913348,77.2023915499"
25865,android kitchen mg road new delhi,"28.4953966956,77.1608535200"
25866,spicy express tagore garden new delhi,"28.6482813069,77.1158779040"
25867,food lover 1 shahdara new delhi,"28.6930434658,77.2632103041"
25868,sky kitchen com 1 sector 41 noida,"28.5620181390,77.3622089624"
25869,direct rasoi se 1 connaught place new delhi,"28.6313869459,77.2202077881"
25870,biwi no 2 gaur city 1 greater noida,"28.6084290000,77.4253430000"
25871,yumsum dimsum dlf cyber city gurgaon,"28.4939720085,77.0934036747"
25872,amritsari takeaway mukherjee nagar new delhi,"28.7096858790,77.2134596854"
25873,biwi no 2 alpha 2 greater noida,"28.4776600000,77.5174410000"
25874,mr mrs biryani badarpur border faridabad,"28.5079587450,77.3196258768"
25875,tia fast food raj nagar ghaziabad,"28.6983631148,77.4443710595"
25876,my cheff west patel nagar new delhi,"28.6522012783,77.1621510386"
25877,preet parantha tilak nagar new delhi,"28.6472991579,77.0956131443"
25878,ncrfood com ip extension new delhi,"28.6224766000,77.3207636000"
25879,aggarwal sweet centre 1 janakpuri new delhi,"28.6128021852,77.0942572877"
25880,biwi no 2 ip extension new delhi,"28.6352400000,77.3046260000"
25881,home food omega 1 greater noida,"28.5240970000,77.5203730000"
25882,chinese zaika jail road new delhi,"28.6240959362,77.1108172461"
25883,nanoko dlf phase 4 gurgaon,"28.4700010861,77.0859085768"
25884,the bowl stories vasant vihar new delhi,"28.5577034313,77.1639045328"
25885,batman food paddler vijay nagar new delhi,"28.6895006084,77.1989516169"
25886,hungezy 3 sector 72 noida,"28.5783226000,77.3810457000"
25887,shiv ratna restaurant by obaazo gamma 1 greater noida,"28.4817000000,77.4997000000"
25888,yay momos sector 14 gurgaon,"28.4808639851,77.0498060435"
25889,michael dhaba mayapuri phase 2 new delhi,"28.6195789347,77.1148506179"
25890,metrochef mg road gurgaon,"28.4789490083,77.0822051167"
25891,roj bhoj chittaranjan park new delhi,"28.5369772951,77.2531835362"
25892,the food restro 1 sector 45 noida,"28.5499702622,77.3597188666"
25893,yummy cake suraj kund faridabad,"28.4980636227,77.2921523452"
25894,bossy food kapashera new delhi,"28.5324026471,77.0893518627"
25895,frango vasant kunj new delhi,"28.5152480844,77.1643933654"
25896,aggarwal sweets bakers indirapuram ghaziabad,"28.6396776283,77.3761450499"
25897,alex snacks hub pandav nagar new delhi,"28.6153849068,77.2860794887"
25898,shayonis kitchen amrapali dream valley greater noida,"28.6010297627,77.4482659623"
25899,human fuel indirapuram ghaziabad,"28.6435114134,77.3828173801"
25900,swaad beli punjabi bagh new delhi,"28.6667121061,77.1219386905"
25901,jhilmil dhaba tilak nagar new delhi,"28.6341419000,77.0918665000"
25902,taste of heaven hajipur,"28.5384600000,77.3672600000"
25903,food harbour sector 33,"28.4380660000,77.0349690000"
25904,punjabi crush sector 72,"28.5933390000,77.4000090000"
25905,batman food paddler vijay nagar new delhi,"28.6895006084,77.1989516169"
25906,hungezy 3 sector 72 noida,"28.5783226000,77.3810457000"
25907,shiv ratna restaurant by obaazo gamma 1 greater noida,"28.4817000000,77.4997000000"
25908,yay momos sector 14 gurgaon,"28.4808639851,77.0498060435"
25909,michael dhaba mayapuri phase 2 new delhi,"28.6195789347,77.1148506179"
25910,metrochef mg road gurgaon,"28.4789490083,77.0822051167"
25911,roj bhoj chittaranjan park new delhi,"28.5369772951,77.2531835362"
25912,the food restro 1 sector 45 noida,"28.5499702622,77.3597188666"
25913,yummy cake suraj kund faridabad,"28.4980636227,77.2921523452"
25914,bossy food kapashera new delhi,"28.5324026471,77.0893518627"
25915,frango vasant kunj new delhi,"28.5152480844,77.1643933654"
25916,aggarwal sweets bakers indirapuram ghaziabad,"28.6396776283,77.3761450499"
25917,alex snacks hub pandav nagar new delhi,"28.6153849068,77.2860794887"
25918,shayonis kitchen amrapali dream valley greater noida,"28.6010297627,77.4482659623"
25919,human fuel indirapuram ghaziabad,"28.6435114134,77.3828173801"
25920,desi chhaunk ardee city gurgaon,"28.4368287224,77.0688004419"
25921,khao momo dlf phase 3 gurgaon,"28.4872281304,77.1045405418"
25922,biryani corner janakpuri new delhi,"28.6291000806,77.0804335177"
25923,rinku chat caterers krishna nagar new delhi,"28.6605723968,77.2652155906"
25924,pepizza dlf phase 4 gurgaon,"28.4698599103,77.0857426152"
25925,new spicy delight mahipalpur new delhi,"28.5496442427,77.1285429597"
25926,noshh sector 110 noida,"28.5392858986,77.3662517220"
25927,anna ka adda knowledge park greater noida,"28.4750900000,77.4821409300"
25928,food spectra mg road gurgaon,"28.4736079318,77.0805585757"
25929,arshis kitchen vasant vihar new delhi,"28.5576834063,77.1643199399"
25930,foodopaa vivek vihar new delhi,"28.6690433300,77.3116200000"
25931,the food guy sector 22 dwarka new delhi,"28.5610375391,77.0599565282"
25932,the small house cafe rohini new delhi,"28.7055366250,77.1219614893"
25933,house of thalis sector 50 gurgaon,"28.4255862445,77.0566621050"
25934,desi dhaba alpha 1 greater noida,"28.4716550000,77.5126280000"
25935,apni kitchen east of kailash new delhi,"28.5639400000,77.2581320000"
25936,pit stop sikandarpur gurgaon,"28.4832424805,77.0957945287"
25937,macho meals sector 56,"28.4310261596,77.0897548646"
25938,bikaner sweets bakers krishna nagar new delhi,"28.6591234671,77.2732367367"
25939,jai maa kunjapuri bakery shop vasundhara enclave new delhi,"28.5928496618,77.3088903353"
25940,tandoori chopsticks sector 72 noida,"28.5671288000,77.3971741000"
25941,top chefs sector 5 noida,"28.5904740000,77.3236283000"
25942,pm brother fast food rasoi nit faridabad,"28.4052630000,77.2877540000"
25943,the indian pizza raj nagar ghaziabad,"28.6996871030,77.4421166629"
25944,shyam rasoi tagore garden new delhi,"28.6507210000,77.1235610000"
25945,picca dilli malviya nagar new delhi,"28.5404320000,77.2128210000"
25946,lazeez chicken biryani 1 greater kailash gk 1 new delhi,"28.5575296849,77.2383683547"
25947,shahi pakwan 1 mahipalpur new delhi,"28.5506376124,77.1319416538"
25948,southern express laxmi nagar new delhi,"28.6393268752,77.2792720422"
25949,windsor chocolatier sector 37 gurgaon,"28.4374885333,77.0054335892"
25950,foodopaa vivek vihar new delhi,"28.6690433300,77.3116200000"
25951,the food guy sector 22 dwarka new delhi,"28.5610375391,77.0599565282"
25952,the small house cafe rohini new delhi,"28.7055366250,77.1219614893"
25953,house of thalis sector 50 gurgaon,"28.4255862445,77.0566621050"
25954,desi dhaba alpha 1 greater noida,"28.4716550000,77.5126280000"
25955,apni kitchen east of kailash new delhi,"28.5639400000,77.2581320000"
25956,pit stop sikandarpur gurgaon,"28.4832424805,77.0957945287"
25957,macho meals sector 56,"28.4310261596,77.0897548646"
25958,bikaner sweets bakers krishna nagar new delhi,"28.6591234671,77.2732367367"
25959,jai maa kunjapuri bakery shop vasundhara enclave new delhi,"28.5928496618,77.3088903353"
25960,tandoori chopsticks sector 72 noida,"28.5671288000,77.3971741000"
25961,top chefs sector 5 noida,"28.5904740000,77.3236283000"
25962,pm brother fast food rasoi nit faridabad,"28.4052630000,77.2877540000"
25963,the indian pizza raj nagar ghaziabad,"28.6996871030,77.4421166629"
25964,shyam rasoi tagore garden new delhi,"28.6507210000,77.1235610000"
25965,windsor chocolatier sector 37 gurgaon,"28.4374885333,77.0054335892"
25966,sonu cake chhatarpur new delhi,"28.4989240025,77.1935560182"
25967,maska connaught place new delhi,"28.6324266276,77.2211901471"
25968,the roll xpress shakarpur new delhi,"28.6286401119,77.2766243666"
25969,roll in karol bagh new delhi,"28.6595509402,77.1891947463"
25970,food4u dlf phase 4 gurgaon,"28.4687160550,77.0829330012"
25971,food in 50 sector 44 noida,"28.5586300000,77.3518300000"
25972,alien food 2 dlf phase 4 gurgaon,"28.4623227928,77.0814832672"
25973,the spice noodle lawrence road new delhi,"28.6764790041,77.1661106497"
25974,swaad punjab da sector 37 gurgaon,"28.4406312000,77.0077576000"
25975,gurugram zaika sector 4 gurgaon,"28.4752928329,77.0093284920"
25976,akkis kitchen rohini new delhi,"28.7287450431,77.1295303479"
25977,mannat classic cuisine 1 south extension 2 new delhi,"28.5655136108,77.2191162109"
25978,hunger station sohna road gurgaon,"28.4302799200,77.0373488590"
25979,6th thai milestone dlf phase 3 gurgaon,"28.4915607518,77.0953187719"
25980,akkis kitchen rohini new delhi,"28.7287450431,77.1295303479"
25981,mannat classic cuisine 1 south extension 2 new delhi,"28.5655136108,77.2191162109"
25982,hunger station sohna road gurgaon,"28.4302799200,77.0373488590"
25983,6th thai milestone dlf phase 3 gurgaon,"28.4915607518,77.0953187719"
25984,last benchers gaur city 1 greater noida,"28.6121982166,77.4223256484"
25985,roll hub amrapali leisure valley greater noida,"28.5607878233,77.4532042444"
25986,makhanlaalparathe,"28.4606860249,77.0795436949"
25987,premium royal biryani rohini new delhi,"28.7023390000,77.1238140000"
25988,roll eat rohini new delhi,"28.7338957000,77.1310047000"
25989,paratha paradise sector 72 noida,"28.5803707498,77.3836844042"
25990,mjs fast food paschim vihar new delhi,"28.6801393706,77.0849017426"
25991,the cloud cafeteria dlf phase 3 gurgaon,"28.4891540000,77.0947746000"
25992,new shahi pakwaan mahipalpur new delhi,"28.5496362910,77.1285396069"
25993,kukkad singh ashok vihar new delhi,"28.6871305975,77.1727611870"
25994,foks food online kitchen services dlf phase 3 gurgaon,"28.4923640190,77.0943136141"
25995,tandoori fresh dlf phase 3 gurgaon,"28.4907380300,77.0932514593"
25996,freaky cafe laxmi nagar,"28.6305130000,77.2813710000"
25997,rajasthani haveli by kk sector 83 gurgaon,"28.3921504287,76.9633651525"
25998,jeet caterers and sweets sector 37 gurgaon,"28.4567890200,77.0238071100"
25999,tee jay lajpat nagar 1 new delhi,"28.5653000000,77.2546300000"
26000,old friends kitchen rana pratap bagh,"28.6873280000,77.1939210000"
26001,shimla food corner saket new delhi,"28.5228995516,77.2078002244"
26002,cake spoon 3 uttam nagar new delhi,"28.6232700000,77.0588705000"
26003,the cakes philosophy karol bagh new delhi,"28.6448072594,77.1820282191"
26004,midtown cafe 1 rajouri garden new delhi,"28.6424688991,77.1232073754"
26005,tandoori zaika 1 aaya nagar new delhi,"28.4786416304,77.1280574799"
26006,bloddy burger sushant lok gurgaon,"28.4611856353,77.0790437981"
26007,cooking baba food hub sector 10 dwarka new delhi,"28.5903451000,77.0574832000"
26008,cofficted life sector 51 noida,"28.5859548979,77.3722307011"
26009,arban desi sahibabad ghaziabad,"28.6934957994,77.3401035368"
26010,hunger tagore garden new delhi,"28.6493140539,77.1174714714"
26011,the cake fiesta sohna road gurgaon,"28.4061146598,77.0442736521"
26012,vihaan fast food corner kapashera new delhi,"28.5283424107,77.0862716809"
26013,the country kitchen palam vihar gurgaon,"28.4959690000,77.0227990000"
26014,aman food and caters sector 62 noida,"28.6181526897,77.3694076762"
26015,veggi tadka pitampura new delhi,"28.7123717789,77.1412904933"
26016,rahul pizza shop lawrence road new delhi,"28.6759024641,77.1618938819"
26017,rasbharri cold pressed juices sector 17 dwarka new delhi,"28.5848761885,77.0332688838"
26018,maggi n maggi house dlf phase 3 gurgaon,"28.4916500367,77.0938220993"
26019,spicy fast food sector 14 gurgaon,"28.4760231350,77.0353338495"
26020,amazing chef punjabi bagh new delhi,"28.6710423413,77.1342483535"
26021,cocktail chakhna sarita vihar new delhi,"28.5216484707,77.2935974317"
26022,punjabi lehja janakpuri new delhi,"28.6191886765,77.0722849667"
26023,mughlai thali 1 sector 22 noida,"28.5932962456,77.3491425812"
26024,punjabi sigdi rohini new delhi,"28.7023390000,77.1238140000"
26025,saanvis kitchen sector 11 dwarka new delhi,"28.5835369130,77.0440054312"
26026,bikaner mishthan bhandar bakery sector 50 gurgaon,"28.4216330641,77.0532017201"
26027,qbites food and services 3 sector 39 gurgaon,"28.4424042605,77.0465816930"
26028,yummy nukkad rajinder nagar new delhi,"28.6435973329,77.1905113757"
26029,kd food wazirabad ghaziabad,"28.7269410000,77.2191900000"
26030,ofg oven fryer grill sector 7 dwarka new delhi,"28.5868587206,77.0720589906"
26031,a 1 food service qutab institutional area new delhi,"28.5412118560,77.1858560666"
26032,dinekart sushant lok gurgaon,"28.4607479236,77.0795731992"
26033,khushboo restaurant dlf phase 3 gurgaon,"28.4908205382,77.0924481377"
26034,chaiiwala sector 18 noida,"28.5739070000,77.3246020000"
26035,dass superb kitchen ardee city gurgaon,"28.4353221681,77.0763572305"
26036,wtf world tastiest food sector 10 noida,"28.5911165927,77.3348557949"
26037,biryani nation sector 10 dwarka,"28.5834050160,77.0562661439"
26038,the grill @120 sector 72 noida,"28.5855665755,77.3989743367"
26039,rajpoot food union dlf phase 3 gurgaon,"28.4888385556,77.1038780361"
26040,punjabi sigdi rohini new delhi,"28.7023390000,77.1238140000"
26041,saanvis kitchen sector 11 dwarka new delhi,"28.5835369130,77.0440054312"
26042,bikaner mishthan bhandar bakery sector 50 gurgaon,"28.4216330641,77.0532017201"
26043,qbites food and services 3 sector 39 gurgaon,"28.4424042605,77.0465816930"
26044,yummy nukkad rajinder nagar new delhi,"28.6435973329,77.1905113757"
26045,kd food wazirabad ghaziabad,"28.7269410000,77.2191900000"
26046,ofg oven fryer grill sector 7 dwarka new delhi,"28.5868587206,77.0720589906"
26047,a 1 food service qutab institutional area new delhi,"28.5412118560,77.1858560666"
26048,dinekart sushant lok gurgaon,"28.4607479236,77.0795731992"
26049,khushboo restaurant dlf phase 3 gurgaon,"28.4908205382,77.0924481377"
26050,chaiiwala sector 18 noida,"28.5739070000,77.3246020000"
26051,dass superb kitchen ardee city gurgaon,"28.4353221681,77.0763572305"
26052,wtf world tastiest food sector 10 noida,"28.5911165927,77.3348557949"
26053,biryani nation sector 10 dwarka,"28.5834050160,77.0562661439"
26054,the grill @120 sector 72 noida,"28.5855665755,77.3989743367"
26055,biryani mastani hajipur,"28.5384600000,77.3672600000"
26056,apaji,"28.5535697000,77.2829017000"
26057,fiesto sainik farms new delhi,"28.5089690000,77.2000610000"
26058,the cosmic kitchen sector 49 gurgaon,"28.4199753204,77.0506814495"
26059,hanus kitchen biryani 1 sector 7 gurgaon,"28.4700391063,77.0124546066"
26060,the food story sector 17 faridabad,"28.4104146282,77.3283346742"
26061,love suv te chicken khurana sector 56 gurgaon,"28.4272110000,77.0926170000"
26062,my flavour sector 86 faridabad,"28.4088693609,77.3365982249"
26063,momos point golf course road gurgaon,"28.4543087843,77.0974578336"
26064,mohan confectionery bakery shop govind puram ghaziabad,"28.6830895729,77.4854568020"
26065,crust n more geeta colony new delhi,"28.6606703643,77.2742838040"
26066,geek kitchen sector 45 noida,"28.5553890472,77.3537858203"
26067,chocolicious hauz khas village new delhi,"28.5543980783,77.1943838149"
26068,alpine bakers sector 63 noida,"28.6295067820,77.3757021502"
26069,china street sushant lok gurgaon,"28.4624730000,77.0801320000"
26070,ritik chicken corner 4 pitampura new delhi,"28.6883103155,77.1335925534"
26071,delicee sector 83,"28.3889578742,76.9693639129"
26072,plunod cafe sushant lok gurgaon,"28.4604460931,77.0786327496"
26073,king of chinese dlf phase 4 gurgaon,"28.4627400000,77.0804700000"
26074,cafe 1 fast food defence colony new delhi,"28.5735084394,77.2296635807"
26075,taste food rohini new delhi,"28.7365132579,77.1111940965"
26076,aggarwal bikaner sweets shakarpur new delhi,"28.6270141666,77.2798239067"
26077,hot spicy momos uttam nagar new delhi,"28.6463761413,77.0438716561"
26078,chaudhary kitchen uttam nagar new delhi,"28.6257400000,77.0629600000"
26079,badnaam sector 18 noida,"28.5699120767,77.3265520111"
26080,indian curries palam new delhi,"28.5983527838,77.0761225373"
26081,tapasya foods govind puram ghaziabad,"28.6858496869,77.4850638583"
26082,taste of home sector 14 dwarka new delhi,"28.6123241908,77.0300780609"
26083,the golden cafe inderlok new delhi,"28.6744070000,77.1756120000"
26084,shree food bazaar sector 21 gurgaon,"28.5159262602,77.0730587840"
26085,indie cafe civil lines new delhi,"28.6917764507,77.2211730480"
26086,chinese delicacies uttam nagar new delhi,"28.6202010000,77.0322975000"
26087,bhukkads adda 1 sector 72 noida,"28.5795763970,77.3850338906"
26088,bhootnaath express ashok vihar phase 3 new delhi,"28.6925858363,77.1833733469"
26089,guruji ki rasoi uttam nagar new delhi,"28.6209524792,77.0391764492"
26090,village food point sector 14 gurgaon,"28.4753480000,77.0386690000"
26091,what a bite alpha 2 greater noida,"28.4777572140,77.5175205991"
26092,cafexpress paharganj new delhi,"28.6546879995,77.2094061971"
26093,jbi ice cream sector 15 dwarka new delhi,"28.6152495179,77.0279158652"
26094,new light of delhi mahipalpur new delhi,"28.5495367474,77.1294140071"
26095,sachin chinese fast food ambedkar road ghaziabad,"28.6723446127,77.4315930158"
26096,the pizza king dlf phase 3 gurgaon,"28.4896571667,77.0949885249"
26097,aggarwal sweet centre 1 paschim vihar new delhi,"28.6684754042,77.1025201678"
26098,shree bankey bihari dairy and sweets shahdara new delhi,"28.6842440412,77.2971147671"
26099,shades of thali sector 45 gurgaon,"28.4482822553,77.0729789883"
26100,indian curries palam new delhi,"28.5983527838,77.0761225373"
26101,tapasya foods govind puram ghaziabad,"28.6858496869,77.4850638583"
26102,taste of home sector 14 dwarka new delhi,"28.6123241908,77.0300780609"
26103,the golden cafe inderlok new delhi,"28.6744070000,77.1756120000"
26104,shree food bazaar sector 21 gurgaon,"28.5159262602,77.0730587840"
26105,indie cafe civil lines new delhi,"28.6917764507,77.2211730480"
26106,chinese delicacies uttam nagar new delhi,"28.6202010000,77.0322975000"
26107,bhukkads adda 1 sector 72 noida,"28.5795763970,77.3850338906"
26108,bhootnaath express ashok vihar phase 3 new delhi,"28.6925858363,77.1833733469"
26109,guruji ki rasoi uttam nagar new delhi,"28.6209524792,77.0391764492"
26110,village food point sector 14 gurgaon,"28.4753480000,77.0386690000"
26111,what a bite alpha 2 greater noida,"28.4777572140,77.5175205991"
26112,cafexpress paharganj new delhi,"28.6546879995,77.2094061971"
26113,jbi ice cream sector 15 dwarka new delhi,"28.6152495179,77.0279158652"
26114,new light of delhi mahipalpur new delhi,"28.5495367474,77.1294140071"
26115,feel the food malviya nagar new delhi,"28.5348527000,77.2226181000"
26116,facebhookh preet vihar new delhi,"28.6223000000,77.3229390000"
26117,kitchen on the fly sector 7 dwarka new delhi,"28.5859920000,77.0699880000"
26118,chicken darubaz rohini new delhi,"28.7023390000,77.1238140000"
26119,nuterro sector 37 gurgaon,"28.4368499496,77.0107145235"
26120,taaza naashta 1 badarpur border faridabad,"28.4958292545,77.3097540066"
26121,paratha house rohini new delhi,"28.7321980790,77.0658563823"
26122,vintage foods sector 48 noida,"28.5578386000,77.3671442000"
26123,apna zaikaa malviya nagar new delhi,"28.5341237231,77.2217242420"
26124,yummy kitchen 5 palam new delhi,"28.6073660000,77.0781870000"
26125,day night rasoi sector 16 noida,"28.4579483300,77.5053625000"
26126,mughal zaika sector 81 faridabad,"28.3874438548,77.3524289578"
26127,the food bank greater kailash gk 1 new delhi,"28.5504185006,77.2449498251"
26128,tulltummy rohini new delhi,"28.7088319284,77.0894534513"
26129,food any time rohini new delhi,"28.7078097661,77.0950304344"
26130,dch tiffins sector 2 dwarka new delhi,"28.6005623119,77.0658225194"
26131,peaceful dining sector 30 gurgaon,"28.4665030000,77.0589650000"
26132,taste factory 4 karol bagh new delhi,"28.6496240000,77.1919780000"
26133,thali express safdarjung new delhi,"28.5607686824,77.1933303773"
26134,natural juice shake sainik farms new delhi,"28.5092100000,77.2013210000"
26135,feel the food malviya nagar new delhi,"28.5348527000,77.2226181000"
26136,facebhookh preet vihar new delhi,"28.6223000000,77.3229390000"
26137,kitchen on the fly sector 7 dwarka new delhi,"28.5859920000,77.0699880000"
26138,chicken darubaz rohini new delhi,"28.7023390000,77.1238140000"
26139,nuterro sector 37 gurgaon,"28.4368499496,77.0107145235"
26140,taaza naashta 1 badarpur border faridabad,"28.4958292545,77.3097540066"
26141,paratha house rohini new delhi,"28.7321980790,77.0658563823"
26142,vintage foods sector 48 noida,"28.5578386000,77.3671442000"
26143,apna zaikaa malviya nagar new delhi,"28.5341237231,77.2217242420"
26144,yummy kitchen 5 palam new delhi,"28.6073660000,77.0781870000"
26145,day night rasoi sector 16 noida,"28.4579483300,77.5053625000"
26146,mughal zaika sector 81 faridabad,"28.3874438548,77.3524289578"
26147,the food bank greater kailash gk 1 new delhi,"28.5504185006,77.2449498251"
26148,tulltummy rohini new delhi,"28.7088319284,77.0894534513"
26149,food any time rohini new delhi,"28.7078097661,77.0950304344"
26150,sushico model town new delhi,"28.7053287169,77.1954432875"
26151,wish dish mukherjee nagar new delhi,"28.7063159092,77.2137242183"
26152,asnaturewants lajpat nagar 4 new delhi,"28.5632481457,77.2377333418"
26153,tikha andaaz sector 19 noida,"28.5814720000,77.3250010000"
26154,atithi devo bhava gaur city 2 greater noida,"28.6219104475,77.4203056097"
26155,anytime bakers sector 53 noida,"28.5865943459,77.3627876490"
26156,biencibo 1 kaushambi ghaziabad,"28.6434828717,77.3245262727"
26157,food adda sector 45 noida,"28.5429074588,77.3586654291"
26158,pakkaa desi 4 paschim vihar new delhi,"28.6720620000,77.0797720000"
